student_id,gender,age,study_hours,attendance,previous_score,assignments_completed,internet_access,extracurricular,final_grade,performance
2342,Female,19,10,76,100,4,No,Yes,75,Good
2343,Male,22,10,57,67,7,No,No,64,Average
2344,Female,19,3,79,83,2,No,Yes,59,Average
2345,Male,18,2,68,40,7,Yes,Yes,48,Poor
2346,Female,16,8,69,40,6,No,Yes,52,Average
2347,Male,17,6,68,90,8,Yes,Yes,73,Good
2348,Female,21,4,77,77,1,No,Yes,50,Average
2349,Female,18,4,93,80,6,No,No,63,Average
2350,Male,18,10,69,51,9,No,No,66,Good
2351,Female,18,3,76,75,3,No,No,50,Average
2352,Female,20,8,84,51,6,No,Yes,62,Average
2353,Female,21,6,82,99,10,No,No,82,Excellent
2354,Male,19,7,76,69,0,Yes,No,58,Average
2355,Male,20,5,100,55,9,No,Yes,69,Good
2356,Female,22,7,58,65,10,Yes,No,75,Good
2357,Female,22,1,55,43,4,Yes,No,34,Poor
2358,Male,20,8,94,61,0,Yes,Yes,68,Good
2359,Male,20,8,58,54,10,Yes,No,68,Good
2360,Male,22,8,89,84,3,Yes,Yes,70,Good
2361,Male,20,2,83,46,3,Yes,Yes,57,Average
2362,Female,22,9,78,65,0,Yes,No,72,Good
2363,Male,17,4,84,56,9,No,Yes,66,Good
2364,Male,21,1,61,49,10,Yes,Yes,56,Average
2365,Female,19,8,68,58,10,Yes,No,74,Good
2366,Male,19,7,94,91,1,No,No,79,Good
2367,Male,16,5,79,47,9,No,Yes,60,Average
2368,Female,21,10,78,42,5,Yes,No,75,Good
2369,Female,16,3,72,72,8,Yes,No,70,Good
2370,Male,20,2,61,81,2,No,No,56,Average
2371,Male,18,5,75,44,10,No,No,65,Good
2372,Female,20,9,99,82,8,No,Yes,87,Excellent
2373,Male,20,10,75,44,0,Yes,Yes,63,Average
2374,Male,21,2,81,99,10,No,No,68,Good
2375,Female,16,3,96,97,6,No,Yes,64,Average
2376,Female,16,1,97,44,7,No,Yes,49,Poor
2377,Female,16,8,74,48,10,Yes,Yes,70,Good
2378,Male,19,5,64,52,2,No,Yes,43,Poor
2379,Male,21,2,63,42,2,Yes,No,46,Poor
2380,Female,18,3,93,86,10,No,Yes,69,Good
2381,Female,20,6,72,79,8,Yes,Yes,77,Good
2382,Male,21,7,54,76,1,Yes,No,56,Average
2383,Female,19,4,53,78,8,No,Yes,56,Average
2384,Male,22,5,74,85,5,Yes,Yes,69,Good
2385,Male,20,10,65,94,8,No,No,74,Good
2386,Female,20,8,66,81,0,Yes,No,72,Good
2387,Male,17,6,98,43,2,Yes,No,55,Average
2388,Female,19,2,86,97,9,Yes,No,66,Good
2389,Male,20,10,55,96,8,No,Yes,78,Good
2390,Female,16,1,81,72,3,No,No,58,Average
2391,Male,22,4,51,99,0,Yes,Yes,62,Average
2392,Male,20,8,53,64,6,Yes,No,69,Good
2393,Female,16,8,57,97,9,No,No,73,Good
2394,Male,19,1,65,54,1,Yes,Yes,47,Poor
2395,Female,22,1,96,55,0,Yes,Yes,47,Poor
2396,Female,17,5,52,60,5,Yes,No,50,Average
2397,Female,19,2,92,44,1,No,Yes,54,Average
2398,Female,22,4,78,85,4,No,No,62,Average
2399,Female,18,9,82,46,0,No,No,68,Good
2400,Male,16,4,58,93,8,Yes,No,64,Average
2401,Female,18,3,52,55,7,No,Yes,39,Poor
2402,Male,22,1,67,57,9,No,No,43,Poor
2403,Male,18,10,74,71,0,No,No,74,Good
2404,Male,17,4,74,51,10,No,Yes,58,Average
2405,Male,20,6,51,98,9,No,No,67,Good
2406,Female,18,10,77,95,6,Yes,Yes,90,Excellent
2407,Female,22,9,79,67,9,No,Yes,79,Good
2408,Male,21,4,58,98,0,No,No,51,Average
2409,Female,22,9,68,61,9,No,Yes,70,Good
2410,Female,18,5,100,81,9,Yes,Yes,80,Excellent
2411,Female,22,5,61,68,7,Yes,No,53,Average
2412,Male,16,6,80,80,8,Yes,No,67,Good
2413,Female,18,10,85,60,1,No,Yes,70,Good
2414,Male,18,8,58,54,10,Yes,Yes,60,Average
2415,Male,16,1,61,83,8,No,No,47,Poor
2416,Female,16,5,66,41,10,No,Yes,54,Average
2417,Female,16,2,82,68,1,Yes,Yes,52,Average
2418,Male,20,6,93,66,1,No,No,60,Average
2419,Female,18,10,100,63,5,No,No,86,Excellent
2420,Male,20,1,60,63,0,No,Yes,31,Poor
2421,Male,20,4,70,72,8,No,Yes,65,Good
2422,Female,21,3,74,88,10,Yes,Yes,68,Good
2423,Female,20,2,83,91,0,No,No,59,Average
2424,Male,17,10,68,98,3,No,Yes,81,Excellent
2425,Male,19,6,97,47,3,No,No,64,Average
2426,Female,18,9,82,44,5,No,Yes,71,Good
2427,Female,17,10,58,99,8,Yes,No,79,Good
2428,Male,22,5,71,60,1,Yes,No,61,Average
2429,Male,20,8,90,96,3,Yes,No,74,Good
2430,Male,16,7,66,88,8,No,Yes,68,Good
2431,Female,22,7,51,84,2,Yes,Yes,71,Good
2432,Female,19,6,58,65,8,Yes,No,58,Average
2433,Female,22,6,87,78,9,Yes,Yes,70,Good
2434,Male,19,7,90,68,6,No,No,67,Good
2435,Female,21,10,82,45,2,Yes,No,74,Good
2436,Female,18,8,61,72,9,No,Yes,68,Good
2437,Female,19,6,53,76,8,No,No,64,Average
2438,Male,18,3,59,42,3,No,No,43,Poor
2439,Male,18,5,60,47,4,No,No,55,Average
2440,Male,17,5,66,78,1,Yes,No,56,Average
2441,Male,17,9,82,88,2,Yes,Yes,76,Good
2442,Male,19,1,73,53,4,No,No,52,Average
2443,Female,22,8,68,98,1,Yes,No,79,Good
2444,Male,18,2,58,57,10,Yes,No,46,Poor
2445,Male,21,2,70,50,8,No,No,55,Average
2446,Male,21,6,52,67,1,No,Yes,45,Poor
2447,Male,17,3,87,64,3,Yes,No,66,Good
2448,Male,19,3,96,71,4,Yes,Yes,59,Average
2449,Female,16,7,54,71,8,Yes,Yes,59,Average
2450,Male,21,5,89,64,10,Yes,No,78,Good
2451,Female,18,4,68,82,7,No,No,65,Good
2452,Male,18,2,64,47,4,No,No,44,Poor
2453,Female,21,7,57,51,7,No,Yes,60,Average
2454,Male,21,3,99,96,7,No,No,72,Good
2455,Female,18,5,82,53,6,Yes,No,62,Average
2456,Female,19,7,78,67,6,No,Yes,67,Good
2457,Male,21,4,71,80,0,No,No,60,Average
2458,Male,20,3,84,53,10,Yes,No,58,Average
2459,Male,21,1,74,45,5,No,Yes,36,Poor
2460,Male,18,9,62,50,8,No,Yes,65,Good
2461,Male,18,6,76,53,8,Yes,Yes,58,Average
2462,Female,22,9,56,72,6,No,Yes,64,Average
2463,Female,18,1,64,80,3,Yes,No,47,Poor
2464,Female,21,7,58,92,4,Yes,Yes,64,Average
2465,Male,16,1,97,93,8,Yes,Yes,74,Good
2466,Female,22,10,69,90,5,No,Yes,79,Good
2467,Female,19,4,56,56,10,No,No,55,Average
2468,Male,16,4,76,75,4,No,No,67,Good
2469,Male,19,1,81,86,6,No,Yes,65,Good
2470,Male,20,1,75,89,3,No,No,62,Average
2471,Male,21,5,71,49,10,Yes,Yes,58,Average
2472,Male,22,8,87,55,1,Yes,No,74,Good
2473,Female,16,8,66,66,4,No,Yes,57,Average
2474,Female,21,10,88,66,0,No,Yes,78,Good
2475,Male,18,4,70,69,7,Yes,Yes,67,Good
2476,Female,19,3,98,40,2,Yes,Yes,52,Average
2477,Female,22,2,52,96,6,No,Yes,63,Average
2478,Female,17,9,76,65,0,No,Yes,70,Good
2479,Female,21,5,83,60,9,No,Yes,60,Average
2480,Male,20,4,89,100,5,No,No,78,Good
2481,Male,18,3,60,73,7,Yes,No,62,Average
2482,Female,17,8,54,40,4,Yes,Yes,50,Average
2483,Male,18,2,53,79,7,Yes,Yes,58,Average
2484,Female,18,1,62,57,4,No,No,45,Poor
2485,Male,18,9,84,81,10,Yes,Yes,81,Excellent
2486,Female,21,4,67,51,4,Yes,Yes,60,Average
2487,Male,18,10,99,94,9,No,No,90,Excellent
2488,Female,16,4,63,45,9,Yes,Yes,51,Average
2489,Female,22,1,70,44,0,Yes,No,45,Poor
2490,Female,18,5,82,88,1,Yes,No,72,Good
2491,Male,21,8,72,59,8,No,Yes,65,Good
2492,Male,21,5,95,49,6,No,No,62,Average
2493,Female,20,7,91,62,2,Yes,No,74,Good
2494,Male,21,7,63,79,8,Yes,No,74,Good
2495,Female,21,1,62,68,5,Yes,Yes,50,Average
2496,Female,16,6,66,72,0,No,Yes,56,Average
2497,Female,19,1,94,85,4,No,Yes,52,Average
2498,Male,20,8,81,51,7,Yes,Yes,73,Good
2499,Male,20,3,95,87,2,Yes,Yes,72,Good
2500,Male,16,8,90,85,0,No,Yes,72,Good
2501,Male,21,10,97,41,5,No,Yes,74,Good
2502,Male,21,7,76,93,10,Yes,Yes,79,Good
2503,Female,21,5,55,51,7,Yes,No,52,Average
2504,Female,17,1,69,57,8,No,Yes,50,Average
2505,Male,20,2,86,99,7,Yes,Yes,64,Average
2506,Male,21,2,61,60,9,Yes,Yes,45,Poor
2507,Female,21,6,79,45,3,No,Yes,51,Average
2508,Female,16,7,95,58,2,No,Yes,67,Good
2509,Female,17,4,67,96,3,Yes,No,65,Good
2510,Female,18,2,81,62,9,No,No,65,Good
2511,Female,22,3,52,100,9,No,Yes,60,Average
2512,Male,18,5,63,61,8,No,Yes,66,Good
2513,Male,18,4,79,56,0,Yes,Yes,60,Average
2514,Male,19,10,70,63,9,No,Yes,76,Good
2515,Male,21,6,50,50,6,No,No,53,Average
2516,Female,17,6,69,50,7,Yes,Yes,67,Good
2517,Female,20,10,94,67,6,No,Yes,79,Good
2518,Male,20,6,80,83,6,No,Yes,69,Good
2519,Male,19,7,99,57,9,No,Yes,70,Good
2520,Female,18,10,94,100,8,Yes,Yes,90,Excellent
2521,Male,22,1,55,59,2,No,No,43,Poor
2522,Male,19,1,92,49,3,Yes,No,52,Average
2523,Male,17,4,63,67,1,Yes,Yes,56,Average
2524,Female,19,3,72,46,7,No,Yes,57,Average
2525,Male,22,8,95,55,1,No,Yes,68,Good
2526,Female,19,6,68,92,10,No,No,67,Good
2527,Female,19,10,51,54,9,Yes,Yes,72,Good
2528,Male,18,9,50,79,9,No,Yes,69,Good
2529,Female,19,4,52,53,4,No,Yes,48,Poor
2530,Male,21,3,77,49,4,No,No,56,Average
2531,Female,18,7,61,50,6,Yes,No,54,Average
2532,Male,21,2,91,95,6,Yes,Yes,72,Good
2533,Female,20,9,74,83,7,Yes,No,84,Excellent
2534,Female,22,1,69,67,4,Yes,No,58,Average
2535,Female,22,8,95,61,8,No,Yes,72,Good
2536,Male,20,7,93,45,2,Yes,No,64,Average
2537,Female,20,10,96,95,7,No,Yes,95,Excellent
2538,Female,16,2,81,69,5,Yes,No,58,Average
2539,Female,18,5,99,92,0,No,Yes,71,Good
2540,Male,19,1,78,60,4,Yes,Yes,54,Average
2541,Female,20,7,65,51,1,Yes,Yes,52,Average
2542,Male,19,5,72,69,9,Yes,No,60,Average
2543,Male,18,6,52,49,9,Yes,No,65,Good
2544,Female,18,5,77,65,0,Yes,No,52,Average
2545,Female,16,4,86,56,4,Yes,Yes,63,Average
2546,Male,17,7,67,87,2,No,Yes,70,Good
2547,Male,21,5,67,40,6,Yes,Yes,59,Average
2548,Male,18,5,79,78,10,No,Yes,69,Good
2549,Female,16,6,64,44,9,No,No,61,Average
2550,Female,20,7,80,99,8,Yes,No,84,Excellent
2551,Female,18,8,59,69,7,Yes,Yes,72,Good
2552,Male,19,1,92,94,9,Yes,No,73,Good
2553,Male,17,9,73,59,4,No,No,72,Good
2554,Male,17,10,87,50,9,No,No,80,Excellent
2555,Female,22,5,85,87,7,Yes,No,70,Good
2556,Male,20,2,56,65,3,Yes,Yes,48,Poor
2557,Female,22,3,99,89,6,No,No,68,Good
2558,Female,20,5,70,89,5,Yes,No,76,Good
2559,Male,17,7,81,88,7,No,No,72,Good
2560,Female,19,5,50,74,5,No,Yes,50,Average
2561,Male,20,7,76,66,3,Yes,Yes,62,Average
2562,Female,20,10,96,66,0,No,Yes,71,Good
2563,Female,21,2,73,41,9,No,Yes,45,Poor
2564,Male,18,4,61,70,3,No,Yes,53,Average
2565,Male,16,4,86,69,7,Yes,No,66,Good
2566,Female,19,9,91,47,9,No,Yes,72,Good
2567,Male,21,2,50,87,0,No,No,50,Average
2568,Female,22,7,66,96,8,Yes,Yes,83,Excellent
2569,Female,22,1,68,91,6,Yes,No,63,Average
2570,Female,19,2,56,49,4,Yes,Yes,46,Poor
2571,Male,21,6,59,98,3,No,Yes,65,Good
2572,Female,18,2,79,97,7,Yes,No,70,Good
2573,Male,21,8,71,90,7,No,No,68,Good
2574,Female,17,9,68,41,3,No,No,59,Average
2575,Male,21,3,86,80,4,No,No,62,Average
2576,Male,21,3,59,78,4,No,No,52,Average
2577,Female,22,4,87,59,2,Yes,No,62,Average
2578,Female,19,10,60,62,10,Yes,No,83,Excellent
2579,Female,19,8,91,50,8,No,Yes,77,Good
2580,Female,16,2,71,54,4,Yes,Yes,46,Poor
2581,Male,20,2,91,52,5,No,No,45,Poor
2582,Male,21,4,73,82,0,No,Yes,58,Average
2583,Male,18,9,84,94,8,Yes,Yes,93,Excellent
2584,Male,17,5,97,51,10,Yes,Yes,76,Good
2585,Male,16,10,67,75,4,Yes,Yes,69,Good
2586,Male,20,5,53,53,3,Yes,No,56,Average
2587,Male,20,1,70,90,10,Yes,Yes,70,Good
2588,Male,19,2,80,52,1,Yes,No,50,Average
2589,Female,20,7,57,86,7,Yes,No,62,Average
2590,Female,22,7,88,57,7,Yes,No,79,Good
2591,Female,20,5,91,59,4,Yes,No,64,Average
2592,Female,21,8,57,88,2,No,Yes,68,Good
2593,Female,19,3,61,44,6,No,Yes,51,Average
2594,Female,21,9,61,52,1,Yes,Yes,61,Average
2595,Female,18,9,80,46,10,No,Yes,66,Good
2596,Female,17,4,99,65,2,Yes,Yes,66,Good
2597,Female,21,10,100,66,4,Yes,No,89,Excellent
2598,Female,18,3,69,61,5,No,No,52,Average
2599,Female,20,7,98,66,0,No,Yes,72,Good
2600,Female,21,3,79,89,4,Yes,Yes,63,Average
2601,Male,18,6,51,60,6,No,No,52,Average
2602,Male,20,9,78,94,4,Yes,Yes,80,Excellent
2603,Male,18,8,96,77,7,Yes,No,89,Excellent
2604,Female,18,10,87,64,0,Yes,Yes,75,Good
2605,Male,20,6,78,99,4,Yes,No,71,Good
2606,Female,18,7,59,95,2,No,Yes,60,Average
2607,Male,17,6,86,74,10,No,No,65,Good
2608,Male,22,2,100,84,5,No,No,63,Average
2609,Female,18,8,64,69,5,No,Yes,65,Good
2610,Female,20,1,58,47,10,No,No,48,Poor
2611,Male,22,1,83,43,8,No,Yes,53,Average
2612,Male,20,6,100,74,7,No,No,68,Good
2613,Male,20,2,85,89,1,Yes,Yes,67,Good
2614,Male,22,2,99,83,6,No,No,72,Good
2615,Female,21,6,54,51,10,No,No,64,Average
2616,Male,16,7,86,58,0,No,Yes,53,Average
2617,Female,18,7,59,56,3,No,No,53,Average
2618,Male,21,10,59,52,2,Yes,No,60,Average
2619,Female,16,9,88,100,0,Yes,No,76,Good
2620,Female,22,6,64,82,3,Yes,No,62,Average
2621,Male,18,4,63,89,5,Yes,Yes,70,Good
2622,Female,22,7,51,68,3,No,Yes,62,Average
2623,Male,19,4,63,89,6,Yes,Yes,62,Average
2624,Male,17,4,57,100,7,No,No,69,Good
2625,Male,17,2,82,63,7,No,Yes,62,Average
2626,Male,16,7,76,65,1,No,No,62,Average
2627,Female,19,5,64,84,1,No,No,50,Average
2628,Male,21,6,52,49,3,Yes,Yes,47,Poor
2629,Female,17,8,98,42,0,Yes,No,68,Good
2630,Male,22,3,76,51,2,Yes,Yes,54,Average
2631,Female,22,3,51,71,3,No,No,50,Average
2632,Male,20,6,51,90,0,No,Yes,64,Average
2633,Male,21,3,76,42,8,No,Yes,48,Poor
2634,Female,16,6,64,45,6,Yes,Yes,64,Average
2635,Female,19,9,78,48,9,Yes,No,79,Good
2636,Female,18,3,70,82,8,No,Yes,68,Good
2637,Male,21,10,62,48,3,Yes,Yes,63,Average
2638,Female,21,2,95,65,4,Yes,Yes,59,Average
2639,Female,17,5,71,85,7,No,Yes,68,Good
2640,Male,18,3,87,87,0,No,Yes,58,Average
2641,Male,16,3,90,42,3,Yes,No,55,Average
2642,Male,20,8,80,94,5,Yes,No,86,Excellent
2643,Female,19,10,66,74,7,Yes,No,85,Excellent
2644,Female,18,3,66,61,7,No,Yes,55,Average
2645,Female,16,6,77,81,0,Yes,Yes,64,Average
2646,Female,22,2,57,75,4,Yes,No,53,Average
2647,Male,19,9,55,95,8,Yes,No,86,Excellent
2648,Male,17,4,99,41,3,No,Yes,63,Average
2649,Male,22,9,73,74,3,Yes,No,70,Good
2650,Male,21,3,90,80,9,Yes,Yes,76,Good
2651,Female,18,1,75,58,6,No,No,54,Average
2652,Male,17,5,50,44,4,No,Yes,39,Poor
2653,Male,22,7,58,49,7,Yes,Yes,64,Average
2654,Male,21,7,75,77,3,Yes,No,63,Average
2655,Male,18,3,75,47,9,Yes,Yes,62,Average
2656,Male,21,5,98,60,0,Yes,No,71,Good
2657,Female,22,10,80,54,10,No,No,70,Good
2658,Female,17,2,98,98,5,No,Yes,73,Good
2659,Male,16,8,77,77,2,No,No,67,Good
2660,Female,16,10,88,95,5,Yes,No,93,Excellent
2661,Female,16,2,99,57,4,No,No,61,Average
2662,Female,18,2,50,46,7,Yes,No,43,Poor
2663,Male,21,5,56,89,7,No,No,56,Average
2664,Female,20,2,86,46,1,Yes,No,54,Average
2665,Female,21,1,72,81,7,No,Yes,59,Average
2666,Female,21,1,63,76,2,Yes,No,44,Poor
2667,Male,19,1,96,69,4,No,No,59,Average
2668,Male,18,8,100,43,5,No,No,65,Good
2669,Male,20,9,91,60,6,No,Yes,81,Excellent
2670,Male,18,6,89,74,3,No,No,62,Average
2671,Female,21,7,70,79,7,Yes,No,70,Good
2672,Female,22,8,72,61,7,No,Yes,64,Average
2673,Male,16,2,62,77,4,No,Yes,55,Average
2674,Female,17,2,55,85,9,No,No,52,Average
2675,Female,20,6,75,48,6,Yes,No,55,Average
2676,Female,17,8,52,55,8,Yes,No,55,Average
2677,Male,17,4,65,96,3,No,Yes,57,Average
2678,Male,18,4,51,94,9,No,No,68,Good
2679,Female,19,3,83,77,6,No,No,64,Average
2680,Male,19,6,73,97,3,No,No,63,Average
2681,Female,18,4,100,74,9,Yes,Yes,82,Excellent
2682,Female,20,6,56,91,9,Yes,No,70,Good
2683,Male,18,10,53,69,9,No,No,76,Good
2684,Male,17,1,85,68,8,Yes,No,66,Good
2685,Female,16,6,54,86,4,No,Yes,68,Good
2686,Female,21,3,75,53,10,No,No,57,Average
2687,Male,17,10,82,100,6,Yes,No,81,Excellent
2688,Male,21,6,87,47,1,Yes,No,56,Average
2689,Male,17,10,99,88,2,Yes,Yes,93,Excellent
2690,Female,18,2,56,100,6,No,No,62,Average
2691,Female,17,6,61,46,4,No,Yes,56,Average
2692,Male,19,2,61,56,6,Yes,Yes,52,Average
2693,Male,18,8,98,46,8,No,Yes,64,Average
2694,Female,21,6,56,50,0,Yes,Yes,52,Average
2695,Female,18,1,86,76,5,Yes,Yes,57,Average
2696,Female,17,9,63,62,1,Yes,No,61,Average
2697,Female,21,3,82,49,7,Yes,Yes,52,Average
2698,Male,18,2,72,83,2,Yes,Yes,64,Average
2699,Male,20,3,89,98,5,No,No,75,Good
2700,Female,21,9,54,61,3,No,Yes,59,Average
2701,Male,17,7,52,62,0,No,Yes,60,Average
2702,Female,21,6,83,76,9,No,Yes,73,Good
2703,Female,17,8,98,52,4,No,No,74,Good
2704,Female,16,8,51,71,1,No,No,62,Average
2705,Female,19,5,99,83,0,Yes,Yes,64,Average
2706,Male,20,10,84,51,10,No,Yes,68,Good
2707,Male,18,7,62,62,8,Yes,No,74,Good
2708,Male,20,6,93,84,0,Yes,Yes,77,Good
2709,Male,17,6,54,85,3,No,Yes,52,Average
2710,Male,19,4,94,47,4,Yes,Yes,61,Average
2711,Male,19,4,73,98,6,Yes,Yes,66,Good
2712,Female,20,5,77,83,9,No,Yes,70,Good
2713,Female,21,1,76,92,6,No,No,57,Average
2714,Male,18,10,50,80,6,Yes,No,69,Good
2715,Male,16,2,57,50,7,Yes,Yes,49,Poor
2716,Female,21,5,93,85,6,No,No,73,Good
2717,Male,16,2,75,92,3,Yes,No,59,Average
2718,Female,20,1,80,70,1,Yes,Yes,44,Poor
2719,Female,17,2,98,84,1,Yes,No,67,Good
2720,Male,21,3,78,78,0,Yes,Yes,59,Average
2721,Male,20,1,59,61,4,Yes,No,52,Average
2722,Male,21,1,75,64,2,No,Yes,45,Poor
2723,Male,21,4,71,82,7,Yes,No,60,Average
2724,Male,20,9,68,75,2,Yes,No,63,Average
2725,Female,21,2,76,73,8,Yes,Yes,63,Average
2726,Male,16,3,56,83,3,Yes,No,47,Poor
2727,Male,22,7,99,76,1,Yes,Yes,68,Good
2728,Male,21,8,86,81,6,No,No,82,Excellent
2729,Female,21,8,89,56,5,No,No,64,Average
2730,Male,20,6,64,49,4,Yes,No,56,Average
2731,Female,18,1,77,91,4,Yes,Yes,66,Good
2732,Female,21,9,64,65,2,No,Yes,67,Good
2733,Female,19,8,96,68,7,No,No,79,Good
2734,Male,18,7,58,86,8,Yes,Yes,70,Good
2735,Female,20,4,96,82,9,No,No,77,Good
2736,Female,21,5,63,65,2,No,Yes,59,Average
2737,Female,22,10,76,43,3,Yes,No,64,Average
2738,Male,20,7,61,100,7,Yes,Yes,80,Excellent
2739,Female,18,10,99,49,10,No,Yes,75,Good
2740,Male,18,8,65,95,2,No,No,78,Good
2741,Female,21,2,100,44,1,Yes,Yes,45,Poor
2742,Female,22,2,70,99,5,Yes,Yes,62,Average
2743,Male,22,2,73,79,5,No,No,58,Average
2744,Female,18,5,56,91,8,Yes,Yes,65,Good
2745,Male,16,9,89,66,2,No,No,70,Good
2746,Female,21,3,78,46,0,Yes,No,55,Average
2747,Female,19,3,99,41,9,No,No,56,Average
2748,Male,16,8,92,76,5,No,Yes,78,Good
2749,Male,17,3,89,59,10,No,Yes,57,Average
2750,Female,21,6,68,85,1,No,No,54,Average
2751,Female,17,6,66,52,8,No,Yes,65,Good
2752,Female,17,1,91,55,4,No,No,55,Average
2753,Male,16,5,97,88,10,No,Yes,80,Excellent
2754,Male,17,10,50,87,9,Yes,No,82,Excellent
2755,Female,19,7,74,42,10,No,No,64,Average
2756,Female,22,9,100,67,6,No,Yes,82,Excellent
2757,Female,20,4,81,58,4,Yes,No,53,Average
2758,Male,22,9,57,41,2,Yes,Yes,51,Average
2759,Male,18,2,59,76,3,Yes,Yes,44,Poor
2760,Male,21,6,89,44,2,No,No,52,Average
2761,Male,16,3,62,98,1,Yes,Yes,54,Average
2762,Male,19,4,63,43,1,No,No,51,Average
2763,Male,19,4,95,71,9,Yes,No,73,Good
2764,Male,19,3,82,40,1,Yes,Yes,48,Poor
2765,Female,20,10,62,84,1,Yes,Yes,70,Good
2766,Female,22,4,60,65,10,No,No,66,Good
2767,Female,17,7,66,92,5,Yes,Yes,73,Good
2768,Female,22,3,54,43,1,No,No,31,Poor
2769,Male,16,8,50,87,10,Yes,No,77,Good
2770,Female,20,5,96,93,5,No,No,81,Excellent
2771,Male,19,5,98,71,5,Yes,Yes,68,Good
2772,Female,21,6,76,69,7,No,No,72,Good
2773,Female,19,3,59,87,6,No,Yes,53,Average
2774,Male,19,3,75,63,0,No,Yes,45,Poor
2775,Male,17,2,51,65,7,Yes,No,52,Average
2776,Female,16,8,75,50,4,No,Yes,60,Average
2777,Male,20,8,77,67,2,No,Yes,68,Good
2778,Female,16,6,95,70,9,No,Yes,72,Good
2779,Female,22,4,76,71,0,No,Yes,56,Average
2780,Female,21,10,77,79,1,Yes,No,78,Good
2781,Female,22,3,73,76,7,Yes,Yes,68,Good
2782,Female,19,4,63,100,5,Yes,No,74,Good
2783,Male,20,6,86,90,5,Yes,Yes,78,Good
2784,Female,21,10,89,55,3,No,No,63,Average
2785,Female,20,2,74,88,2,No,Yes,64,Average
2786,Female,19,10,96,57,1,No,No,70,Good
2787,Male,21,3,73,94,0,No,Yes,57,Average
2788,Female,18,6,89,70,8,Yes,No,76,Good
2789,Male,18,10,84,52,10,Yes,Yes,80,Excellent
2790,Female,21,4,83,91,8,No,Yes,74,Good
2791,Male,21,1,69,56,3,Yes,No,38,Poor
2792,Male,21,7,55,63,7,Yes,No,67,Good
2793,Male,20,8,98,60,1,No,No,68,Good
2794,Male,21,10,79,58,2,Yes,No,63,Average
2795,Male,16,6,85,70,5,Yes,No,74,Good
2796,Female,21,7,91,60,6,Yes,No,65,Good
2797,Male,18,10,98,76,0,Yes,Yes,87,Excellent
2798,Female,16,3,59,46,8,Yes,Yes,44,Poor
2799,Male,18,6,55,66,5,Yes,No,63,Average
2800,Female,20,7,91,90,6,Yes,Yes,79,Good
2801,Male,17,2,98,98,4,Yes,Yes,64,Average
2802,Male,16,4,80,42,0,Yes,Yes,46,Poor
2803,Female,20,6,70,64,10,No,Yes,73,Good
2804,Male,19,1,92,85,6,Yes,Yes,63,Average
2805,Male,17,4,87,71,0,No,Yes,60,Average
2806,Female,19,4,59,74,0,No,No,53,Average
2807,Female,17,4,98,78,4,No,Yes,69,Good
2808,Female,19,2,91,58,7,Yes,No,68,Good
2809,Female,17,3,57,42,6,Yes,Yes,44,Poor
2810,Male,22,4,87,92,4,No,No,61,Average
2811,Male,20,5,63,72,0,No,Yes,51,Average
2812,Male,22,6,63,71,6,No,No,65,Good
2813,Male,19,8,85,78,4,Yes,Yes,71,Good
2814,Female,22,1,89,43,0,No,Yes,43,Poor
2815,Female,19,10,60,46,0,No,Yes,55,Average
2816,Male,21,6,54,57,6,Yes,No,50,Average
2817,Male,18,3,66,69,3,Yes,Yes,61,Average
2818,Male,16,2,55,86,3,No,No,50,Average
2819,Female,21,10,80,44,2,Yes,Yes,71,Good
2820,Male,16,1,81,67,7,No,Yes,46,Poor
2821,Female,21,2,99,96,4,No,No,66,Good
2822,Female,16,5,62,55,7,Yes,Yes,63,Average
2823,Female,22,4,95,94,0,No,No,61,Average
2824,Female,19,8,84,50,5,No,Yes,67,Good
2825,Male,19,3,87,65,5,No,No,59,Average
2826,Female,22,8,93,74,6,No,No,70,Good
2827,Female,17,6,72,81,7,No,Yes,61,Average
2828,Female,20,3,88,61,8,Yes,Yes,61,Average
2829,Female,16,7,57,72,8,Yes,Yes,59,Average
2830,Female,20,3,97,54,10,No,No,58,Average
2831,Female,21,6,85,99,6,No,Yes,79,Good
2832,Male,21,2,64,80,10,No,Yes,56,Average
2833,Female,22,9,56,71,2,Yes,No,65,Good
2834,Male,18,4,84,80,1,Yes,Yes,55,Average
2835,Female,18,2,63,51,10,Yes,Yes,52,Average
2836,Female,16,7,72,82,6,Yes,No,75,Good
2837,Male,18,4,69,67,9,No,Yes,67,Good
2838,Female,19,6,72,41,4,No,No,48,Poor
2839,Male,21,10,89,96,5,No,Yes,90,Excellent
2840,Male,19,2,80,56,8,Yes,Yes,56,Average
2841,Female,19,7,97,61,3,No,Yes,70,Good
2842,Male,20,8,63,79,6,Yes,Yes,68,Good
2843,Male,20,8,54,72,2,No,No,64,Average
2844,Female,18,10,57,84,8,No,Yes,81,Excellent
2845,Male,22,3,52,58,9,No,No,44,Poor
2846,Male,22,2,62,70,7,Yes,Yes,59,Average
2847,Male,22,7,52,59,2,Yes,No,63,Average
2848,Male,21,8,94,100,1,Yes,Yes,78,Good
2849,Male,21,10,86,41,7,No,No,75,Good
2850,Male,21,9,94,63,10,Yes,No,90,Excellent
2851,Female,18,7,85,84,6,Yes,Yes,71,Good
2852,Male,21,6,80,65,8,Yes,Yes,64,Average
