Student_ID,Gender,Age,Attendance,Study_Hours,Assignment_Marks,Internal_Marks,Previous_Semester_Marks,Internet_Access,Family_Support,Extra_Curricular,Sleep_Hours,Daily_Screen_Time,Project_Marks,Quiz_Marks,Class_Participation,Final_Exam_Marks,Performance
STU_2026200,Female,22,98.3,5.7,76.7,51.2,57.7,Yes,Low,No,8.4,2.3,47.9,64.2,96.2,64.5,Average
STU_2026201,Male,23,71.6,9.8,80.7,39.8,61.3,Yes,Medium,No,5.6,4.1,69.7,48.1,79.8,59.0,Average
STU_2026202,Male,24,65.6,2.1,59.1,78.1,73.9,Yes,Medium,Yes,8.1,2.2,46.4,82.8,81.9,69.1,Average
STU_2026203,Female,24,75.3,1.2,90.9,73.7,55.1,Yes,High,Yes,8.5,7.9,60.7,80.5,65.0,66.8,Average
STU_2026204,Female,18,72.0,7.9,96.8,62.0,94.9,Yes,High,Yes,6.2,1.7,48.9,39.9,63.2,73.1,Good
STU_2026205,Male,18,55.3,8.3,93.1,62.4,55.9,Yes,High,No,5.4,5.1,78.2,91.4,37.7,74.8,Good
STU_2026206,Male,20,82.0,2.1,84.3,86.0,93.7,No,Medium,No,4.5,5.4,97.0,42.7,69.2,77.4,Good
STU_2026207,Female,21,60.8,3.4,56.6,47.7,46.2,Yes,Medium,No,6.8,4.8,99.8,85.8,47.3,62.4,Average
STU_2026208,Male,19,81.0,1.2,56.9,88.3,79.4,Yes,Medium,Yes,6.3,5.6,62.5,62.0,98.4,67.5,Average
STU_2026209,Male,18,82.5,3.6,97.8,77.2,94.4,No,Medium,No,7.3,1.8,75.9,53.0,85.8,84.5,Good
STU_2026210,Female,22,57.6,8.0,40.6,62.2,50.1,Yes,High,No,5.4,4.9,91.4,41.1,58.9,60.7,Average
STU_2026211,Female,20,53.1,5.7,83.0,64.8,98.1,Yes,High,Yes,8.8,3.0,47.0,41.7,40.6,66.5,Average
STU_2026212,Female,19,89.0,4.1,82.4,51.7,67.2,Yes,High,No,5.8,7.6,81.4,76.3,85.0,75.3,Good
STU_2026213,Male,20,73.0,4.3,77.4,83.9,96.7,Yes,Medium,No,5.6,6.3,64.5,68.5,38.5,66.5,Average
STU_2026214,Female,19,52.9,1.0,99.4,68.3,80.6,No,High,No,6.9,7.8,52.4,38.5,43.3,57.5,Average
STU_2026215,Male,19,99.7,3.7,58.7,55.9,58.1,Yes,Low,No,7.0,1.3,64.2,37.9,44.8,52.3,Average
STU_2026216,Male,23,52.9,6.8,60.4,73.7,51.3,Yes,High,No,5.6,3.0,44.6,35.1,69.0,68.1,Average
STU_2026217,Female,18,84.8,9.8,44.7,99.7,58.2,Yes,Low,No,5.9,2.4,81.7,82.1,85.1,80.1,Good
STU_2026218,Female,25,99.2,8.6,66.6,63.3,45.6,Yes,Medium,No,5.3,1.1,55.2,79.8,52.0,68.5,Average
STU_2026219,Female,20,62.0,1.2,55.7,94.8,,Yes,Low,No,8.1,2.7,58.7,34.1,35.9,59.2,Average
STU_2026220,Female,25,57.1,9.1,60.6,57.4,46.3,Yes,Medium,Yes,8.4,5.8,47.3,69.2,62.5,67.3,Average
STU_2026221,Female,20,56.1,8.0,90.1,38.6,65.4,Yes,Low,No,6.8,2.6,91.9,35.9,82.4,62.7,Average
STU_2026222,Male,23,65.2,8.0,96.1,48.3,87.7,Yes,High,Yes,8.1,4.6,69.6,93.3,45.5,83.1,Good
STU_2026223,Male,22,55.1,5.1,51.1,62.2,48.5,Yes,Medium,No,8.2,7.2,74.3,93.5,45.4,61.4,Average
STU_2026224,Male,25,84.6,4.6,62.4,49.3,47.8,Yes,Low,No,5.2,5.9,74.2,78.9,96.3,54.5,Average
STU_2026225,Male,22,53.1,3.7,95.7,35.0,78.6,Yes,High,No,9.3,3.8,64.6,94.8,96.8,66.6,Average
STU_2026226,Female,24,75.5,1.6,43.7,94.5,51.8,Yes,High,No,8.6,3.6,51.6,86.8,99.3,66.2,Average
STU_2026227,Male,18,99.8,3.1,45.5,89.9,45.9,Yes,Medium,Yes,5.5,4.2,84.7,88.0,86.5,73.1,Good
STU_2026228,Female,18,90.7,3.2,49.8,83.2,50.0,No,Low,No,5.4,2.2,47.6,69.9,43.2,55.3,Average
STU_2026229,Female,21,,5.4,75.7,45.9,95.4,Yes,Medium,Yes,5.1,5.4,46.2,51.4,44.8,64.0,Average
STU_2026230,Female,23,65.3,7.7,49.0,42.8,89.3,Yes,Medium,Yes,5.2,3.5,82.6,45.2,53.8,69.1,Average
STU_2026231,Female,22,81.2,5.3,98.1,39.4,61.2,Yes,High,No,8.2,7.0,52.5,52.9,52.3,52.0,Average
STU_2026232,Female,19,76.4,1.5,66.8,82.1,79.3,No,High,Yes,6.8,6.3,58.4,74.0,97.0,69.0,Average
STU_2026233,Female,20,71.3,9.6,70.1,95.4,72.2,Yes,Medium,No,8.4,5.3,68.5,42.1,85.2,82.6,Good
STU_2026234,Male,18,56.5,9.5,54.8,63.0,80.6,Yes,High,No,8.2,3.5,67.0,48.1,80.7,76.4,Good
STU_2026235,Female,25,94.3,8.1,68.3,42.7,81.0,Yes,Medium,No,7.5,2.5,82.5,62.8,43.0,71.0,Good
STU_2026236,Male,20,72.5,9.9,79.7,68.3,77.7,No,Low,No,7.9,6.4,77.4,46.3,93.7,69.4,Average
STU_2026237,Male,20,59.7,5.9,85.1,57.7,56.0,Yes,High,Yes,4.6,4.4,78.7,71.2,88.0,73.1,Good
STU_2026238,Female,21,68.4,9.7,85.2,59.4,42.3,Yes,Medium,Yes,6.1,2.6,82.8,94.6,41.5,74.1,Good
STU_2026239,Male,22,70.7,1.7,74.7,75.4,67.3,No,High,No,7.7,2.4,57.6,82.4,91.0,69.3,Average
STU_2026240,Female,18,91.4,4.3,94.3,81.7,93.5,Yes,Medium,No,4.5,2.2,59.3,76.6,49.1,79.7,Good
STU_2026241,Female,20,86.7,3.0,89.0,42.2,74.2,Yes,High,No,4.7,6.4,66.3,70.8,35.7,68.0,Average
STU_2026242,Female,18,88.5,2.8,85.4,37.3,89.9,Yes,Medium,No,8.8,2.6,58.4,64.2,76.0,57.0,Average
STU_2026243,Male,19,50.6,,43.3,99.6,99.5,No,High,Yes,7.9,4.7,99.1,43.1,75.8,78.1,Good
STU_2026244,Male,21,70.8,6.6,40.4,50.1,49.8,Yes,Medium,No,5.8,4.2,88.8,92.6,36.6,64.3,Average
STU_2026245,Female,19,74.1,8.0,52.7,38.5,81.5,No,Medium,No,7.9,5.1,49.9,47.4,52.3,61.0,Average
STU_2026246,Male,18,51.0,6.2,79.8,47.3,80.5,Yes,High,Yes,8.5,7.1,40.3,36.4,99.5,65.5,Average
STU_2026247,Female,24,63.0,2.3,64.7,37.5,98.8,Yes,Medium,Yes,6.0,7.1,42.6,82.5,77.5,56.7,Average
STU_2026248,Female,25,88.0,8.3,64.1,60.5,99.1,No,High,Yes,4.7,4.2,54.6,42.3,81.1,66.4,Average
STU_2026249,Female,18,56.9,6.7,93.1,87.2,81.2,Yes,Medium,Yes,9.2,1.1,46.9,56.0,44.9,71.7,Good
STU_2026250,Male,22,76.8,4.5,93.7,57.2,54.6,Yes,High,No,6.2,4.0,72.0,32.0,35.5,69.0,Average
STU_2026251,Male,20,60.8,7.1,94.6,63.9,87.9,Yes,Medium,Yes,5.0,5.2,91.5,39.6,49.4,73.4,Good
STU_2026252,Female,20,50.6,3.3,58.8,78.9,46.4,Yes,High,Yes,7.0,4.9,84.2,42.1,47.4,64.1,Average
STU_2026253,Male,19,,4.1,81.5,68.1,86.8,Yes,Medium,Yes,8.3,5.6,52.9,33.8,46.4,64.8,Average
STU_2026254,Male,25,98.8,9.3,56.3,91.0,94.6,Yes,High,No,5.6,2.1,64.0,76.0,43.5,84.4,Good
STU_2026255,Female,21,90.1,3.6,51.4,91.3,63.0,Yes,Medium,No,5.8,5.5,70.5,88.6,70.2,66.7,Average
STU_2026256,Female,24,98.0,5.2,51.1,35.6,77.8,Yes,High,Yes,5.7,2.3,88.6,56.1,53.0,64.2,Average
STU_2026257,Female,23,74.4,9.0,60.5,85.6,65.8,Yes,Low,Yes,9.5,6.3,90.3,91.2,87.4,67.2,Average
STU_2026258,Female,25,,7.4,65.8,64.9,66.3,No,Low,Yes,5.5,3.4,94.6,44.9,42.9,55.5,Average
STU_2026259,Male,20,,1.6,89.9,99.3,58.6,Yes,High,No,7.4,6.0,70.6,52.8,62.5,76.2,Good
STU_2026260,Female,22,72.7,2.3,47.2,66.4,85.7,Yes,Medium,Yes,9.1,1.3,81.7,40.6,31.0,59.9,Average
STU_2026261,Female,25,92.2,1.1,84.1,99.1,96.2,Yes,High,No,5.2,3.9,46.7,73.4,63.7,88.0,Excellent
STU_2026262,Male,19,54.9,6.7,71.9,84.0,96.4,Yes,High,No,9.4,5.9,73.9,59.4,33.9,67.4,Average
STU_2026263,Female,19,74.4,5.0,57.3,51.2,50.5,Yes,Medium,No,9.2,2.6,54.9,72.9,98.4,54.4,Average
STU_2026264,Female,23,57.5,2.2,69.6,70.0,92.5,Yes,Medium,Yes,8.9,6.6,65.9,83.3,85.3,69.3,Average
STU_2026265,Female,22,66.2,9.6,58.0,99.5,84.2,No,Medium,No,5.6,5.4,78.0,68.2,64.3,75.3,Good
STU_2026266,Female,21,86.9,5.8,75.8,90.7,55.2,No,High,No,7.7,5.1,55.4,73.9,36.1,68.4,Average
STU_2026267,Female,25,73.8,3.2,66.0,41.3,44.0,Yes,High,Yes,8.3,3.5,43.1,95.5,71.5,56.2,Average
STU_2026268,Male,22,68.8,5.5,49.9,80.9,56.1,No,High,No,9.4,4.4,40.6,50.9,83.1,55.1,Average
STU_2026269,Male,21,69.7,7.1,47.0,57.5,94.7,Yes,Medium,Yes,5.4,5.2,41.3,55.1,43.4,61.4,Average
STU_2026270,Female,22,73.0,1.7,72.8,35.5,78.0,Yes,Medium,Yes,8.3,4.3,40.5,80.2,69.8,68.1,Average
STU_2026271,Female,22,89.3,3.5,94.1,61.2,83.3,No,Medium,Yes,6.2,5.9,46.6,72.8,87.0,65.0,Average
STU_2026272,Female,18,94.6,8.3,60.6,50.3,55.4,Yes,High,No,5.4,4.0,54.4,42.5,83.8,64.9,Average
STU_2026273,Female,19,97.8,5.1,84.0,88.2,83.2,Yes,High,No,6.6,2.4,53.3,56.3,86.2,80.4,Good
STU_2026274,Female,25,89.3,5.9,79.5,56.9,41.7,Yes,High,No,8.5,2.5,99.2,62.7,91.6,77.3,Good
STU_2026275,Female,22,65.8,4.9,95.9,88.8,62.5,Yes,High,Yes,6.8,1.0,58.4,59.4,95.6,66.7,Average
STU_2026276,Female,25,84.4,1.4,89.3,35.0,77.6,Yes,High,No,7.2,3.1,47.6,42.5,58.4,61.7,Average
STU_2026277,Female,23,71.9,2.5,74.0,55.0,48.8,Yes,Medium,Yes,9.5,6.2,72.7,94.7,69.8,64.5,Average
STU_2026278,Female,22,62.7,5.0,79.4,50.7,89.4,No,Low,No,6.5,6.6,91.5,83.4,85.3,61.7,Average
STU_2026279,Female,20,92.0,2.9,93.9,50.2,54.1,Yes,Medium,Yes,7.6,2.4,80.7,63.7,78.8,76.6,Good
STU_2026280,Female,19,51.9,1.4,64.0,39.4,79.1,Yes,Medium,Yes,6.3,7.7,57.8,77.6,99.7,61.3,Average
STU_2026281,Male,20,95.1,8.6,59.6,47.2,64.3,Yes,High,No,6.5,4.5,73.7,92.8,31.0,65.0,Average
STU_2026282,Male,25,73.1,9.8,40.6,71.1,75.8,Yes,Low,Yes,8.0,7.4,82.9,39.5,54.9,64.6,Average
STU_2026283,Male,25,81.9,8.1,89.6,53.9,46.4,Yes,High,No,9.2,5.9,83.7,47.5,49.7,60.1,Average
STU_2026284,Female,19,83.0,8.7,88.1,62.1,41.0,Yes,Low,No,7.2,6.1,80.0,68.0,48.4,62.6,Average
STU_2026285,Male,25,94.8,3.2,46.3,59.5,94.6,No,Medium,No,8.3,1.6,92.2,85.9,45.6,67.5,Average
STU_2026286,Male,20,81.8,9.6,74.6,91.9,56.2,No,High,No,4.9,2.5,92.2,32.5,79.6,76.0,Good
STU_2026287,Female,22,80.7,2.8,67.8,93.8,89.2,Yes,Low,No,5.6,1.1,74.7,98.9,35.9,70.7,Good
STU_2026288,Male,22,53.3,9.6,47.1,67.0,100.0,No,High,Yes,7.0,6.0,65.8,61.8,81.9,73.5,Good
STU_2026289,Female,18,75.9,10.0,98.8,56.5,52.7,Yes,Medium,No,4.6,3.4,78.5,55.1,78.5,71.8,Good
STU_2026290,Male,23,57.5,7.4,52.9,41.9,55.9,Yes,Medium,No,5.8,6.5,89.1,50.5,47.6,48.1,Poor
STU_2026291,Male,25,86.9,9.8,44.0,97.0,79.8,Yes,High,Yes,7.1,3.4,40.3,42.2,47.7,82.0,Good
STU_2026292,Female,20,75.6,6.1,75.7,38.9,97.9,Yes,Medium,Yes,4.6,6.7,99.5,85.4,74.0,73.7,Good
STU_2026293,Male,25,84.0,3.3,84.3,54.3,94.9,Yes,Medium,No,5.8,1.9,51.0,96.9,83.4,74.0,Good
STU_2026294,Male,25,52.1,4.9,41.9,54.4,70.2,Yes,Medium,No,7.1,2.2,68.2,59.0,91.4,60.0,Average
STU_2026295,Female,21,54.2,6.3,79.5,55.8,87.7,Yes,High,No,7.4,3.4,92.3,96.7,89.6,83.9,Good
STU_2026296,Female,18,85.8,1.7,71.9,45.7,48.1,No,Low,Yes,9.1,3.9,53.5,87.7,97.5,55.7,Average
STU_2026297,Male,20,53.6,6.6,46.2,85.9,98.6,Yes,High,No,7.7,3.4,68.6,63.7,70.7,79.2,Good
STU_2026298,Female,20,53.6,9.8,50.4,43.0,97.9,Yes,High,Yes,6.6,6.3,48.0,77.2,93.6,71.1,Good
STU_2026299,Male,25,50.6,2.7,74.1,76.3,49.8,Yes,High,No,9.2,1.7,63.7,60.4,86.6,64.8,Average
STU_2026300,Male,18,97.8,8.1,57.8,43.0,58.0,Yes,High,No,8.4,3.5,50.6,69.1,92.6,69.1,Average
STU_2026301,Female,22,86.9,9.2,96.3,39.6,46.0,Yes,High,Yes,5.5,6.9,61.8,34.1,30.8,58.9,Average
STU_2026302,Female,20,67.7,9.5,89.1,94.1,56.3,Yes,Low,No,5.2,1.5,62.4,78.7,97.6,76.7,Good
STU_2026303,Female,22,64.8,9.6,99.0,47.4,89.0,Yes,High,No,7.9,7.6,99.6,33.7,63.1,71.6,Good
STU_2026304,Female,18,67.5,5.7,55.6,88.4,62.7,Yes,High,No,7.3,7.9,99.7,87.2,85.9,80.3,Good
STU_2026305,Female,22,88.7,9.8,98.2,70.4,45.3,Yes,High,No,8.4,1.6,46.9,87.7,38.9,72.0,Good
STU_2026306,Female,19,83.1,7.8,65.9,40.1,60.5,Yes,Medium,No,8.2,3.0,83.6,46.6,57.7,61.6,Average
STU_2026307,Male,21,59.3,2.5,60.9,97.1,98.9,Yes,Low,No,7.6,3.6,43.1,52.7,49.0,78.0,Good
STU_2026308,Female,24,58.7,5.3,43.0,51.1,77.8,Yes,High,Yes,9.4,6.4,41.8,63.7,50.4,54.2,Average
STU_2026309,Male,20,54.9,7.5,43.2,90.9,65.0,Yes,High,Yes,7.2,5.2,46.3,71.8,38.6,67.7,Average
STU_2026310,Male,23,83.0,3.2,81.5,46.0,50.0,Yes,High,Yes,5.1,5.5,97.9,50.1,86.4,61.9,Average
STU_2026311,Male,21,88.2,6.8,67.5,90.5,99.2,Yes,High,No,8.6,6.3,96.5,71.5,30.6,78.2,Good
STU_2026312,Male,24,63.3,7.0,53.6,35.9,89.3,Yes,High,No,5.8,1.8,51.6,50.8,51.9,63.9,Average
STU_2026313,Female,22,51.0,2.5,76.8,68.3,56.9,Yes,Medium,Yes,8.4,6.8,49.7,33.9,42.2,55.9,Average
STU_2026314,Female,20,54.1,6.1,55.2,85.0,44.2,Yes,High,No,9.3,5.9,54.4,30.2,71.2,59.6,Average
STU_2026315,Female,22,98.4,7.9,74.7,95.8,43.4,Yes,Medium,No,8.0,5.0,70.9,37.1,47.8,79.2,Good
STU_2026316,Male,19,64.8,5.5,61.6,94.1,47.2,Yes,High,No,7.5,7.2,74.2,85.5,48.1,70.7,Good
STU_2026317,Male,18,88.5,1.1,89.4,88.3,74.8,No,Low,No,6.8,5.9,53.3,97.3,64.2,67.5,Average
STU_2026318,Male,20,81.2,1.1,89.2,92.7,95.7,No,Low,No,6.3,2.4,85.4,59.9,75.7,72.1,Good
STU_2026319,Male,24,69.1,4.2,68.6,47.9,69.8,Yes,Medium,Yes,6.3,4.0,58.6,65.9,38.5,68.3,Average
STU_2026320,Female,24,60.3,9.3,61.0,53.5,90.6,Yes,High,Yes,7.7,4.5,95.3,40.3,42.3,79.5,Good
STU_2026321,Female,19,56.1,3.1,61.8,53.8,66.8,Yes,High,No,8.3,1.4,79.4,68.6,47.3,65.9,Average
STU_2026322,Female,19,80.8,6.7,88.3,59.5,82.5,No,Medium,Yes,7.9,7.7,66.2,40.1,98.2,66.7,Average
STU_2026323,Male,25,88.7,3.0,59.7,60.6,83.9,No,Medium,Yes,5.5,1.9,87.4,72.8,57.8,66.7,Average
STU_2026324,Female,20,82.2,3.9,52.5,70.4,50.4,Yes,Medium,No,7.0,5.9,89.1,95.3,71.9,62.8,Average
STU_2026325,Female,22,76.5,8.6,45.1,45.4,61.7,Yes,Low,Yes,8.5,4.5,57.4,43.7,46.9,63.3,Average
STU_2026326,Female,23,52.1,7.6,68.0,79.9,78.2,Yes,Low,No,6.9,1.2,60.4,83.5,64.3,64.5,Average
STU_2026327,Female,24,98.4,1.9,68.9,45.9,44.2,Yes,High,Yes,7.2,7.5,96.2,31.6,35.2,61.0,Average
STU_2026328,Male,24,89.9,4.9,90.5,55.2,61.7,Yes,Medium,No,8.4,7.0,49.9,56.3,32.4,62.6,Average
STU_2026329,Male,19,64.6,1.3,53.3,67.7,72.1,Yes,High,Yes,7.8,4.7,42.5,37.8,62.8,62.6,Average
STU_2026330,Male,21,99.0,5.3,62.9,86.8,99.8,No,High,Yes,6.5,2.6,67.2,54.7,57.9,76.6,Good
STU_2026331,Female,19,80.1,7.0,88.5,83.1,68.5,Yes,Medium,No,9.0,1.9,88.1,42.1,39.6,74.8,Good
STU_2026332,Male,23,79.1,2.1,89.4,77.0,89.0,Yes,High,No,5.3,3.5,86.3,56.1,78.1,82.3,Good
STU_2026333,Male,22,87.4,3.6,63.1,45.1,65.9,No,Low,No,9.5,2.8,95.2,59.2,99.5,60.3,Average
STU_2026334,Male,22,90.6,4.6,67.5,70.6,87.8,No,High,No,5.1,4.5,72.0,51.0,57.7,71.1,Good
STU_2026335,Male,21,82.8,9.3,58.2,40.7,75.7,Yes,Medium,Yes,4.6,7.8,46.0,76.0,73.7,48.2,Poor
STU_2026336,Female,24,56.4,9.9,96.0,59.5,93.2,Yes,Medium,No,9.0,5.0,75.3,94.3,97.4,81.1,Good
STU_2026337,Female,19,66.9,1.4,47.1,61.9,64.7,Yes,Medium,No,5.7,7.2,86.7,58.0,88.2,52.9,Average
STU_2026338,Male,25,96.4,7.8,96.0,37.6,76.3,Yes,High,No,8.1,5.6,45.6,43.5,62.4,68.1,Average
STU_2026339,Male,22,61.2,4.3,81.0,52.8,77.8,No,Low,Yes,8.6,4.3,50.4,49.0,81.6,61.7,Average
STU_2026340,Female,23,68.6,4.5,71.9,97.1,65.0,No,Medium,No,8.8,7.0,40.7,89.8,39.0,60.2,Average
STU_2026341,Male,20,71.6,7.8,42.0,97.0,48.7,Yes,Medium,No,9.5,4.3,75.6,70.0,65.8,68.1,Average
STU_2026342,Male,18,72.0,9.3,68.5,57.9,45.6,Yes,High,Yes,6.0,7.1,93.2,61.9,49.5,62.8,Average
STU_2026343,Male,18,80.6,9.6,64.5,37.8,41.0,Yes,Medium,No,8.1,3.0,80.2,40.5,41.3,63.4,Average
STU_2026344,Male,18,97.2,6.2,49.7,46.6,92.4,No,Medium,Yes,5.1,1.9,98.9,61.5,59.8,67.6,Average
STU_2026345,Female,25,62.0,4.2,79.4,60.5,54.2,Yes,Medium,No,6.5,7.0,43.8,49.5,39.2,59.4,Average
STU_2026346,Female,24,56.1,8.1,98.3,96.6,52.7,Yes,Medium,No,8.7,5.1,94.2,96.0,78.9,84.1,Good
STU_2026347,Male,19,59.9,3.3,73.7,44.2,84.2,Yes,Medium,No,6.3,7.2,88.8,91.9,61.9,65.6,Average
STU_2026348,Male,21,94.3,6.1,82.9,84.6,59.2,Yes,High,No,7.5,7.6,58.9,35.9,67.2,72.8,Good
STU_2026349,Female,25,82.3,4.2,44.1,42.1,70.4,Yes,High,Yes,7.0,1.4,98.4,66.2,40.2,70.5,Good
STU_2026350,Female,25,64.3,6.9,65.1,98.8,49.8,Yes,High,No,7.7,4.5,57.3,45.8,39.8,66.3,Average
STU_2026351,Female,22,90.8,3.2,47.0,59.8,97.6,No,Medium,No,9.4,3.6,93.4,58.8,70.8,67.6,Average
STU_2026352,Female,20,93.1,2.7,76.8,85.4,91.1,No,Medium,Yes,4.8,5.4,92.8,91.4,99.0,81.2,Good
STU_2026353,Male,25,92.3,9.3,96.3,57.3,91.8,Yes,High,No,7.4,6.6,85.5,66.9,36.7,83.8,Good
STU_2026354,Male,23,95.9,1.9,79.7,75.8,64.4,Yes,Medium,No,8.8,3.0,73.8,53.4,50.0,67.8,Average
STU_2026355,Female,20,62.6,5.6,44.6,47.5,85.7,Yes,Medium,Yes,6.9,4.9,47.2,44.6,90.9,54.6,Average
STU_2026356,Male,23,87.8,3.0,61.3,44.5,48.6,Yes,Medium,Yes,4.9,6.0,71.9,86.0,35.1,54.6,Average
STU_2026357,Female,24,73.0,1.4,73.0,96.0,40.5,Yes,High,Yes,7.3,1.9,61.4,73.7,91.3,70.4,Good
STU_2026358,Female,19,92.1,1.3,64.2,94.6,41.2,No,High,No,6.2,6.7,87.5,62.8,66.7,57.9,Average
STU_2026359,Female,18,86.4,2.6,90.0,92.7,75.2,Yes,High,No,5.3,5.2,85.5,45.2,58.6,82.1,Good
STU_2026360,Male,25,88.8,8.8,88.9,75.7,67.3,Yes,High,No,8.7,7.6,94.6,53.4,51.7,78.3,Good
STU_2026361,Female,19,82.8,3.5,76.7,87.5,71.1,No,High,No,7.1,3.4,40.9,97.2,50.8,75.1,Good
STU_2026362,Male,24,58.9,9.6,62.4,39.5,40.4,No,High,No,9.2,1.8,88.5,66.4,51.4,60.4,Average
STU_2026363,Female,21,77.3,6.2,55.3,56.8,65.4,Yes,Medium,No,8.5,4.5,96.3,58.0,91.9,64.6,Average
STU_2026364,Female,21,99.2,4.9,46.4,55.4,83.1,Yes,High,Yes,8.0,1.6,87.4,66.5,80.7,70.5,Good
STU_2026365,Male,24,96.9,6.2,61.3,76.3,66.6,Yes,Low,No,4.5,7.8,47.8,84.5,76.9,62.4,Average
STU_2026366,Female,23,52.2,5.7,64.8,58.1,83.9,Yes,High,No,6.6,1.3,44.9,53.8,85.9,62.8,Average
STU_2026367,Female,22,58.2,7.8,80.5,44.7,54.0,Yes,High,No,5.5,6.3,41.3,42.5,48.0,49.9,Poor
STU_2026368,Male,22,56.6,3.5,79.5,73.8,88.8,Yes,High,No,9.1,4.7,77.7,70.9,73.3,75.7,Good
STU_2026369,Male,23,86.3,4.2,44.2,87.9,75.3,No,High,No,5.4,3.6,77.8,76.6,62.2,68.4,Average
STU_2026370,Male,21,90.9,9.0,63.7,59.8,52.6,Yes,Medium,No,5.9,1.5,99.2,79.9,84.8,64.6,Average
STU_2026371,Male,21,60.7,9.5,50.9,43.6,54.2,Yes,High,Yes,7.1,5.4,63.9,91.7,51.6,63.3,Average
STU_2026372,Male,25,75.3,9.0,49.4,47.8,77.7,Yes,Low,No,5.8,5.1,59.9,56.0,75.0,54.6,Average
STU_2026373,Female,21,92.0,4.8,89.6,50.4,89.8,Yes,Low,Yes,5.5,3.0,77.5,35.3,91.8,69.7,Average
STU_2026374,Male,19,86.6,8.0,42.5,54.5,64.9,No,Medium,No,7.5,7.4,89.5,97.1,58.2,62.1,Average
STU_2026375,Male,21,77.1,5.3,65.2,76.8,55.5,Yes,Medium,Yes,4.9,3.1,96.2,60.5,34.7,73.7,Good
STU_2026376,Female,20,79.5,5.5,50.1,74.1,92.0,Yes,Medium,Yes,4.8,4.1,88.2,73.6,66.1,81.2,Good
STU_2026377,Male,25,75.4,2.8,92.8,80.2,80.2,Yes,High,Yes,6.4,4.8,65.6,76.6,54.2,80.0,Good
STU_2026378,Female,18,64.9,6.3,73.4,58.6,66.9,Yes,Medium,No,8.1,1.7,78.1,68.3,77.1,65.7,Average
STU_2026379,Male,21,78.3,2.7,53.9,88.6,69.3,Yes,High,Yes,7.3,7.5,91.4,44.4,96.6,81.0,Good
STU_2026380,Male,23,84.4,4.0,70.1,48.3,52.3,Yes,High,No,6.6,3.6,69.4,82.9,64.0,68.0,Average
STU_2026381,Female,18,93.7,8.7,83.9,65.5,77.6,Yes,Medium,No,7.3,1.6,53.0,86.3,62.6,77.2,Good
STU_2026382,Female,19,81.8,2.9,97.5,87.1,61.5,Yes,Medium,Yes,6.3,3.7,50.2,68.7,75.8,77.3,Good
STU_2026383,Female,23,88.1,1.6,53.2,46.7,99.7,Yes,Low,Yes,9.2,5.2,40.0,64.2,37.2,55.0,Average
STU_2026384,Female,18,58.0,1.6,93.2,42.1,68.8,No,High,No,4.8,4.6,83.1,38.0,47.7,52.2,Average
STU_2026385,Female,23,73.1,9.5,96.1,92.4,69.2,No,Medium,No,7.9,5.9,46.7,35.9,94.3,70.1,Good
STU_2026386,Male,19,50.5,5.6,95.0,57.3,74.0,Yes,High,No,9.0,1.4,54.6,53.8,76.9,73.4,Good
STU_2026387,Male,25,62.3,4.7,78.1,79.5,95.0,Yes,High,No,8.5,3.0,57.9,51.8,30.9,68.1,Average
STU_2026388,Female,20,86.3,8.3,77.8,36.6,88.0,Yes,High,Yes,5.4,6.7,73.6,96.8,44.3,69.5,Average
STU_2026389,Female,19,99.6,8.5,64.2,79.9,67.1,Yes,Medium,Yes,6.0,1.6,63.9,84.9,77.8,75.2,Good
STU_2026390,Female,19,55.0,4.0,85.1,55.5,83.1,Yes,High,Yes,8.1,7.0,80.5,76.2,83.5,72.7,Good
STU_2026391,Male,23,70.1,7.2,71.9,38.6,75.2,No,Medium,No,4.9,1.6,43.3,66.2,88.8,54.5,Average
STU_2026392,Male,25,90.0,7.9,80.6,74.6,69.5,No,Medium,No,8.6,6.8,47.4,41.7,50.5,61.5,Average
STU_2026393,Female,24,60.2,6.9,65.7,50.7,51.5,Yes,Medium,No,8.1,3.5,70.0,98.5,95.2,64.9,Average
STU_2026394,Male,22,77.8,2.4,83.9,60.1,67.8,Yes,Medium,Yes,8.1,5.3,60.2,56.3,68.7,63.9,Average
STU_2026395,Female,21,86.7,8.9,89.5,40.2,54.7,No,Medium,Yes,5.0,2.1,57.7,37.5,78.8,58.4,Average
STU_2026396,Female,21,80.8,5.9,48.8,44.6,94.9,Yes,Medium,Yes,8.1,1.5,44.0,64.6,71.8,69.5,Average
STU_2026397,Male,20,59.4,3.5,90.0,54.4,60.1,Yes,Medium,No,7.9,2.5,93.7,91.2,38.6,74.8,Good
STU_2026398,Female,20,67.8,4.8,72.4,40.8,97.1,Yes,High,Yes,8.7,1.9,81.5,92.1,97.4,71.3,Good
STU_2026399,Female,21,89.2,1.3,90.7,94.2,72.0,Yes,Low,No,4.7,3.2,47.3,30.8,38.6,61.8,Average
STU_2026400,Male,22,77.7,2.2,65.9,35.4,77.9,Yes,Medium,No,4.6,4.6,43.9,92.0,47.8,55.4,Average
STU_2026401,Female,21,50.3,7.9,62.7,66.5,72.6,Yes,High,No,6.4,5.1,98.5,49.0,87.0,78.0,Good
STU_2026402,Female,24,88.0,1.0,94.9,43.0,47.8,Yes,High,No,5.2,6.5,80.9,32.7,73.3,59.7,Average
